sha,title,reason,type,confidence,commit_url,pr_url,repo_id,repo_name,full_name,is_self_affirmed,label1,label2,conflict?,3rd label,Note,Final human label,ChatGPT label,conflict_betw_human_and_chatgpt
f9adbb5cef7c5590f425edbcba56fda78d60c01f,Refactor repeated logic into utilities,"The commit focuses on refactoring repeated logic into reusable utilities, which directly addresses duplicated code by unifying it into common methods and classes to avoid repetition.",duplication,9,https://github.com/anestistsio/QuizApp/commit/f9adbb5cef7c5590f425edbcba56fda78d60c01f,https://github.com/anestistsio/QuizApp/pull/14,639804832,anestistsio/QuizApp,anestistsio/QuizApp,TRUE,duplication,duplication,No,,,duplication,duplication,No
f88cce081c4a66dded2aa190e376fd3a9e52d736,Add bounds checks for array deserialisation,"The commit focuses on adding bounds checks and refactoring array handling to use element count instead of length, which improves the correctness and robustness of the code logic, addressing potential logical errors in array deserialization.",logical_mismatch,8,https://github.com/OpenHFT/Chronicle-Bytes/commit/f88cce081c4a66dded2aa190e376fd3a9e52d736,https://github.com/OpenHFT/Chronicle-Bytes/pull/687,31261671,OpenHFT/Chronicle-Bytes,OpenHFT/Chronicle-Bytes,TRUE,logical_mismatch,logical_mismatch,No,,Just rename,logical_mismatch,logical_mismatch,No
f2d933fc00211168f8af51f3e97ed35c604c98e3,13082-refactor-duplicate-query-logic-in-auditeventcontroller-config-option-methods,"The commit focuses on refactoring to remove duplicate query logic in audit event controller methods, indicating the primary motivation is to address code duplication by unifying repeated code segments.",duplication,9,https://github.com/hmislk/hmis/commit/f2d933fc00211168f8af51f3e97ed35c604c98e3,https://github.com/hmislk/hmis/pull/13085,21764480,hmislk/hmis,hmislk/hmis,TRUE,duplication,duplication,No,,,duplication,duplication,No
ed7e53fc4b916181437dfccd7db3c0bb0ab03967,Optimize JSON conversion in tool validation for runtime performance,"The commit focuses on enhancing performance justification and optimizing JSON conversion, indicating the primary motivation is to improve slow performance. The addition of test cases supports this by ensuring correctness while optimizing, but the main driver is performance enhancement.",slow_performance,8,https://github.com/callibrity/mocapi/commit/ed7e53fc4b916181437dfccd7db3c0bb0ab03967,https://github.com/callibrity/mocapi/pull/2,1016806619,callibrity/mocapi,callibrity/mocapi,TRUE,testability,testability,No,,,testability,slow_performance,Conflict
eb3c3db128de5952013e03fde6422c0ba3ac15b0,Replace backend RestTemplate call with ProcessBuilder,"The commit replaces a backend RestTemplate call with a ProcessBuilder to run a local Python process, indicating a change in the approach to reuse or repurpose existing code for integration with a local Python script rather than a remote call. This suggests the primary motivation is to improve repurposing or reuse of code rather than addressing readability, duplication, or other issues.",repurpose_reuse,8,https://github.com/vioai/testly/commit/eb3c3db128de5952013e03fde6422c0ba3ac15b0,https://github.com/vioai/testly/pull/20,999161450,vioai/testly,vioai/testly,TRUE,maintainability,maintainability,No,,,maintainability,repurpose_reuse,Conflict
e7d8f3819615219039e0945579e378abd5b46c67,Refactor integration tests to use WebTestClient,"The commit refactors integration tests to use a different testing client and removes a dependency on a keycloak container, which improves the test structure and likely makes the tests easier to run and maintain. This addresses difficulties in testing without refactoring, improving testability.",testability,8,https://github.com/metelskiwiktor/devaudit-backend/commit/e7d8f3819615219039e0945579e378abd5b46c67,https://github.com/metelskiwiktor/devaudit-backend/pull/5,967473389,metelskiwiktor/devaudit-backend,metelskiwiktor/devaudit-backend,TRUE,testability,testability,No,,,testability,testability,No
e45de01467c5b83e2f70c4b83ad85d3b3a4aa1fc,Unify search view layout,"The commit focuses on refactoring search views to share a common layout by extracting a superclass and pulling up attributes and methods, which reduces code duplication and improves maintainability. The primary motivation appears to be reducing duplication by unifying similar code structures.",duplication,8,https://github.com/licontera345/RentExpresGUI/commit/e45de01467c5b83e2f70c4b83ad85d3b3a4aa1fc,https://github.com/licontera345/RentExpresGUI/pull/22,1002896084,licontera345/RentExpresGUI,licontera345/RentExpresGUI,TRUE,duplication,duplication,No,,,duplication,duplication,No
e3ecc3cac6f0d1603ee1a9fe28d6ac2e54e11e7f,Implement app membership resource methods,"The commit focuses on fixing logging bugs and involves refactoring such as changing variable types, modifying annotations, and renaming variables, which suggests improving the structure to make debugging and diagnosis easier.",hard_to_debug,8,https://github.com/dabster2000/intranetservices/commit/e3ecc3cac6f0d1603ee1a9fe28d6ac2e54e11e7f,https://github.com/dabster2000/intranetservices/pull/18,603419391,dabster2000/intranetservices,dabster2000/intranetservices,TRUE,hard_to_debug,logical_mismatch,Conflict,logical_mismatch,Do I not need to look at the commit?,logical_mismatch,hard_to_debug,Conflict
dde7427045e0af21abc5be6268613d70bfd4cead,Add new move effects,"The commit adds new move effects and introduces a new parameter, which likely improves the ability to reuse or repurpose existing code by making it more flexible and extensible.",repurpose_reuse,7,https://github.com/lauri0/mesozoic-arena/commit/dde7427045e0af21abc5be6268613d70bfd4cead,https://github.com/lauri0/mesozoic-arena/pull/117,1017861753,lauri0/mesozoic-arena,lauri0/mesozoic-arena,TRUE,None,None,No,,,None,repurpose_reuse,Conflict
dbd9bff2f1ac1e11d975612b32e01a88316f6b53,Implement reusable copy methods,"The commit introduces reusable copy methods and refactors loaders, indicating an effort to improve code reuse and repurpose existing code components rather than addressing readability, duplication, or other issues.",repurpose_reuse,8,https://github.com/lauri0/mesozoic-arena/commit/dbd9bff2f1ac1e11d975612b32e01a88316f6b53,https://github.com/lauri0/mesozoic-arena/pull/67,1017861753,lauri0/mesozoic-arena,lauri0/mesozoic-arena,TRUE,repurpose_reuse,repurpose_reuse,No,,,repurpose_reuse,repurpose_reuse,No
daaf02ee135d63096800491cec100edd5e3903c5,Add transaction logging for purchases and star changes,"The commit involves refactoring related to transaction table management, including changing method access modifiers and renaming methods and parameters, which typically improves code structure and maintainability rather than addressing performance, duplication, or logical errors.",maintainability,8,https://github.com/AddstarMC/Swaparoo/commit/daaf02ee135d63096800491cec100edd5e3903c5,https://github.com/AddstarMC/Swaparoo/pull/3,928219404,AddstarMC/Swaparoo,AddstarMC/Swaparoo,TRUE,maintainability,maintainability,No,,,maintainability,maintainability,No
da9e7b18ccb19d460f63bf37212841e69c1e2746,[BOT] refactor(rename): update Background fields and methods,"The commit focuses on renaming fields and methods to deobfuscate the code, which primarily improves the understandability and clarity of the code, thus enhancing readability.",readability,8,https://github.com/Ddemon26/2006Scape/commit/da9e7b18ccb19d460f63bf37212841e69c1e2746,https://github.com/Ddemon26/2006Scape/pull/41,1009802329,Ddemon26/2006Scape,Ddemon26/2006Scape,TRUE,readability,readability,No,,,readability,readability,No
da0ee870a51b5b93ac0b00e2e51701af9fa82229,Migrate to Spring Boot project,"The commit involves migrating to a Spring Boot project and cleaning up code, which typically addresses modernization and improving the structure of older codebases. This aligns with working on legacy code that needs modernization.",legacy_code,8,https://github.com/Nanu-star/ChickenTest/commit/da0ee870a51b5b93ac0b00e2e51701af9fa82229,https://github.com/Nanu-star/ChickenTest/pull/2,344590131,Nanu-star/ChickenTest,Nanu-star/ChickenTest,TRUE,legacy_code,legacy_code,No,,,legacy_code,legacy_code,No
d941bcb233a68bdb0261ea590cff570181f7e6d9,Implement morale-based AI module for automation service,"The commit introduces a new morale-based AI module and updates documentation, which suggests an enhancement to the system's logic and behavior rather than addressing readability, duplication, or other code quality issues. The focus is on implementing new logic for AI behavior, which aligns with logical mismatch as the primary motivation category.",logical_mismatch,7,https://github.com/benhook1013/FireMUD/commit/d941bcb233a68bdb0261ea590cff570181f7e6d9,https://github.com/benhook1013/FireMUD/pull/675,958378478,benhook1013/FireMUD,benhook1013/FireMUD,TRUE,None,readability,Conflict,None,,None,logical_mismatch,Conflict
d85df394e8de713a398e1e33fc24b173f12ebe5d,Refactor TMDB service to be configurable,"The commit refactors the TMDB service to be configurable by adding parameters and extracting methods, which improves the ability to reuse and repurpose the service in different contexts without changing its core logic.",repurpose_reuse,8,https://github.com/accentureshark/melian/commit/d85df394e8de713a398e1e33fc24b173f12ebe5d,https://github.com/accentureshark/melian/pull/5,998168326,accentureshark/melian,accentureshark/melian,TRUE,dependency,maintainability,Conflict,repurpose_reuse,,repurpose_reuse,repurpose_reuse,No
d5b9733ee60f396a796c9cc4d5044af648d15e6b,Implement random daily challenge perks,"The commit introduces a new feature with randomized daily challenge perks and involves extracting and moving methods, which typically improves the structure and organization of the code, enhancing maintainability by making the codebase easier to manage and modify.",maintainability,8,https://github.com/harish-kunta/Cognify/commit/d5b9733ee60f396a796c9cc4d5044af648d15e6b,https://github.com/harish-kunta/Cognify/pull/141,994108101,harish-kunta/Cognify,harish-kunta/Cognify,TRUE,maintainability,maintainability,No,,,maintainability,maintainability,No
d3e7d87184e53a5a4ec9cbc39ca44970178bbd16,Move PartidaService into arena-real module,"The commit involves moving a service class to a different module, which typically addresses issues related to dependencies or modularization rather than fixing logic or improving readability directly. This suggests the primary motivation is to manage or reduce unwanted dependencies between modules.",dependency,8,https://github.com/Braindeiko01/Arena-Real/commit/d3e7d87184e53a5a4ec9cbc39ca44970178bbd16,https://github.com/Braindeiko01/Arena-Real/pull/273,1007977987,Braindeiko01/Arena-Real,Braindeiko01/Arena-Real,TRUE,dependency,dependency,No,,,dependency,dependency,No
d2de7ac5b9dbd8679694dbc95b0ebddf667dc834,Update CommandLineSWT list output,"The commit involves refactoring operations such as changing variable types, extracting variables, and renaming variables to improve the structure of the code that builds JSON output. These changes primarily enhance the clarity and understandability of the code, indicating an improvement in readability.",readability,8,https://github.com/cromoteca/bfts/commit/d2de7ac5b9dbd8679694dbc95b0ebddf667dc834,https://github.com/cromoteca/bfts/pull/8,162004840,cromoteca/bfts,cromoteca/bfts,TRUE,readability,readability,No,,,readability,readability,No
d247d5b597034aa6d9fa5d2b67e48afc58052ca3,Fix word search logic,"The commit refactors the word lookup logic to use a different method (DeepSeek), indicating that the previous logic was incorrect or inconsistent, leading to wrong behavior. The changes involve renaming and changing types, which supports fixing logical mismatches rather than other issues like readability or performance.",logical_mismatch,8,https://github.com/TaylorChyi/glancy-backend/commit/d247d5b597034aa6d9fa5d2b67e48afc58052ca3,https://github.com/TaylorChyi/glancy-backend/pull/16,968744344,TaylorChyi/glancy-backend,TaylorChyi/glancy-backend,TRUE,logical_mismatch,maintainability,Conflict,legacy_code,,legacy_code,logical_mismatch,Conflict
cde77202f28b89033356da34c90f41b6af59bbb8,Add dynamic form fragments,"The commit involves refactoring the validator to improve error checking and adding logging to aid in understanding the flow and diagnosing issues. These changes improve the structure and clarity of the code, making it easier to debug and trace problems.",hard_to_debug,8,https://github.com/paymentwall/android-gamepay-sdk-core-ui/commit/cde77202f28b89033356da34c90f41b6af59bbb8,https://github.com/paymentwall/android-gamepay-sdk-core-ui/pull/7,1024743069,paymentwall/android-gamepay-sdk-core-ui,paymentwall/android-gamepay-sdk-core-ui,TRUE,hard_to_debug,hard_to_debug,No,,,hard_to_debug,hard_to_debug,No
cc04ba81f443e495020f857e865d81987f7be275,Implement database-driven workflow module with role-based assignment and versioning,"The commit focuses on adding comprehensive tests, integrating a BDD framework, fixing transactional rollback behavior, and improving test coverage and integration tests. These changes primarily address difficulties in testing the code effectively without prior refactoring, improving testability.",testability,9,https://github.com/ksnatha/Tracker/commit/cc04ba81f443e495020f857e865d81987f7be275,https://github.com/ksnatha/Tracker/pull/1,1014598379,ksnatha/Tracker,ksnatha/Tracker,TRUE,testability,testability,No,,,testability,testability,No
